Filename,Component,Volume,Centerline Length
364_pos-prone_colon_segmentation_v2..mha,1,1440031.8164062502,9501
365_pos-prone_colon_segmentation_v2.mha,1,139036.61171875006,939
365_pos-prone_colon_segmentation_v2.mha,2,327017.4906250001,7390
365_pos-prone_colon_segmentation_v2.mha,3,266.5195312500001,3
365_pos-prone_colon_segmentation_v2.mha,4,15792.339843750007,165
365_pos-supine_colon_segmentation_v2.mha,1,83205.42343750004,727
365_pos-supine_colon_segmentation_v2.mha,2,686376.3507812503,11032
365_pos-supine_colon_segmentation_v2.mha,3,1436.3851562500006,10
365_pos-supine_colon_segmentation_v2.mha,4,46468.03281250002,342
365_pos-supine_colon_segmentation_v2.mha,5,538.1156250000003,2
371_pos-supine_colon_segmentation_v2.mha,1,1539300.3269004822,11587
375_pos-prone_colon_segmentation_v2.mha,1,812635.5645676905,6503
375_pos-supine_colon_segmentation_v2.mha,1,1009289.6950061576,6225
376_pos-supine_colon_segmentation_v2.mha,1,258494.6271243477,3466
376_pos-supine_colon_segmentation_v2.mha,2,1264294.9131597318,2569
376_pos-supine_colon_segmentation_v2.mha,3,2516.113263905469,51
387_pos-prone_colon_segmentation_v2.mha,1,1719763.671875,20355
387_pos-supine_colon_segmentation_v2.mha,1,1700194.82421875,17593
389_pos-prone_colon_segmentation_v2.mha,1,2163550.005947113,16865
389_pos-supine_colon_segmentation_v2.mha,1,2394256.189632416,13927
390_pos-prone_colon_segmentation_v2.mha,1,434204.71288874827,8610
390_pos-prone_colon_segmentation_v2.mha,2,376568.1925858768,1232
390_pos-prone_colon_segmentation_v2.mha,3,845664.6935410092,24446
391_pos-prone_colon_segmentation_v2.mha,1,2287056.852747722,31822
391_pos-supine_colon_segmentation_v2.mha,1,2727333.931655916,35195
392_pos-prone_colon_segmentation_v2.mha,1,1150307.134457925,9430
392_pos-supine_colon_segmentation_v2.mha,1,1130478.0412521902,9532
393_pos-prone_colon_segmentation_v2.mha,1,1459519.2606133546,22184
395_pos-prone_colon_segmentation_v2.mha,1,1347653.8460980302,14796
395_pos-supine_colon_segmentation_v2.mha,1,1804544.4911156583,15188
398_pos-prone_colon_segmentation_v2.mha,1,937927.9364013672,11524
398_pos-prone_colon_segmentation_v2.mha,2,9798.326721191404,100
398_pos-prone_colon_segmentation_v2.mha,3,192584.1418457031,4677
398_pos-prone_colon_segmentation_v2.mha,4,1828.647766113281,18
398_pos-supine_colon_segmentation_v2.mha,1,137121.008605957,1805
398_pos-supine_colon_segmentation_v2.mha,2,1165358.325500488,4185
401_pos-supine_colon_segmentation_v2.mha,1,1576704.475403004,5286
407_pos-supine_colon_segmentation_v2.mha,1,2442159.733781509,21729
409_pos-prone_colon_segmentation_v2.mha,1,1671895.3887994103,15932
420_pos-prone_colon_segmentation_v2.mha,1,1831918.560791016,12552
448_pos-prone_colon_segmentation_v2.mha,1,1675387.1875000007,13141
450_pos-prone_colon_segmentation_v2.mha,1,1399687.866210937,19749
462_pos-prone_colon_segmentation_v2.mha,1,2965128.8807210657,13963
462_pos-supine_colon_segmentation_v2.mha,1,3339640.079407474,11680
470_pos-prone_colon_segmentation_v2.mha,1,1760557.9795761572,10046
470_pos-supine_colon_segmentation_v2.mha,1,1944372.55859375,15859
472_pos-prone_colon_segmentation_v2.mha,1,1058449.7213622904,12280
475_pos-supine_colon_segmentation_v2.mha,1,1354302.7038421226,5239
478_pos-supine_colon_segmentation_v2.mha,1,1185350.1023600206,13970
479_pos-prone_colon_segmentation_v2.mha,1,2124280.7569515123,47818
480_pos-prone_colon_segmentation_v2..mha,1,1987656.2615115223,18835
483_pos-supine_colon_segmentation_v2.mha,1,2006484.0461038104,24423
489_pos-prone_colon_segmentation_v2.mha,1,541434.08203125,7815
489_pos-prone_colon_segmentation_v2.mha,2,12625.0,88
489_pos-prone_colon_segmentation_v2.mha,3,1600744.140625,7033
489_pos-supine_colon_segmentation_v2.mha,1,2740458.984375,13121
489_pos-supine_colon_segmentation_v2.mha,2,4617.67578125,41
493_pos-supine_colon_segmentation_v2.mha,1,3489986.811523437,55566
494_pos-prone_colon_segmentation_v2.mha,1,2244342.28515625,21854
495_pos-prone_colon_segmentation_v2.mha,1,502989.7460937499,3190
495_pos-prone_colon_segmentation_v2.mha,2,458477.5390624999,1272
495_pos-prone_colon_segmentation_v2.mha,3,67089.35546874999,716
495_pos-prone_colon_segmentation_v2.mha,4,33108.39843749999,352
495_pos-prone_colon_segmentation_v2.mha,5,308499.99999999994,3010
495_pos-prone_colon_segmentation_v2.mha,6,2485.8398437499995,51
501_pos-prone_colon_segmentation_v2.mha,1,1387073.2138671868,8597
501_pos-supine_colon_segmentation_v2.mha,1,1656333.4777343743,6686
517_pos-supine_colon_segmentation_v2.mha,1,1683218.75,7252
519_pos-supine_colon_segmentation_v2.mha,1,2755325.68359375,34467
520_pos-supine_colon_segmentation_v2.mha,1,2149062.98828125,15711
521_pos-prone_colon_segmentation_v2.mha,1,1867403.80859375,8724
521_pos-supine_colon_segmentation_v2.mha,1,1952298.33984375,6964
522_pos-prone_colon_segmentation_v2.mha,1,1872370.60546875,7518
525_pos-prone_colon_segmentation_v2.mha,1,959088.37890625,3918
525_pos-prone_colon_segmentation_v2.mha,2,422077.1484375,4821
525_pos-prone_colon_segmentation_v2.mha,3,25949.21875,482
525_pos-supine_colon_segmentation_v2.mha,1,1976492.67578125,11015
540_pos-supine_colon_segmentation_v2.mha,1,1844198.496817017,25527
543_pos-prone_colon_segmentation_v2.mha,1,1901875.6494140625,11247
544_pos-prone_colon_segmentation_v2.mha,1,1094181.610791016,8589
548_pos-prone_colon_segmentation_v2.mha,1,315998.53515625,1365
548_pos-prone_colon_segmentation_v2.mha,2,895670.8984375,8786
548_pos-supine_colon_segmentation_v2.mha,1,1754492.6757812495,11001
552_pos-prone_colon_segmentation_v2.mha,1,2852790.0390625,28481
565_pos-prone_colon_segmentation_v2.mha,1,487290.8936765101,10132
565_pos-prone_colon_segmentation_v2.mha,2,919789.5997164404,10124
565_pos-supine_colon_segmentation_v2.mha,1,1687412.28780478,9758
566_pos-prone_colon_segmentation_v2.mha,1,1968065.9831824624,16683
566_pos-supine_colon_segmentation_v2.mha,1,2048094.1896806527,20438
568_pos-prone_colon_segmentation_v2.mha,1,706422.7602568006,7671
568_pos-prone_colon_segmentation_v2.mha,2,1703638.2946602893,9657
570_pos-supine_colon_segmentation_v2.mha,1,3159170.3656190727,10409
572_pos-prone_colon_segmentation_v2.mha,1,2028011.322916479,11878
572_pos-supine_colon_segmentation_v2.mha,1,532010.935555163,11063
572_pos-supine_colon_segmentation_v2.mha,2,2059854.2199501533,21212
575_pos-prone_colon_segmentation_v2.mha,1,77842.2659676156,2786
575_pos-prone_colon_segmentation_v2.mha,2,176447.90116724427,1430
575_pos-prone_colon_segmentation_v2.mha,3,3402.9492337277693,97
575_pos-prone_colon_segmentation_v2.mha,4,357466.68614366936,15530
576_pos-supine_colon_segmentation_v2.mha,1,53033.64269361634,8850
576_pos-supine_colon_segmentation_v2.mha,2,1468539.8908933513,10651
584_pos-supine_colon_segmentation_v2.mha,1,2433839.530517577,10467
585_pos-prone_colon_segmentation_v2.mha,1,1544358.5015716553,8400
585_pos-supine_colon_segmentation_v2.mha,1,293574.3913421631,840
585_pos-supine_colon_segmentation_v2.mha,2,1163804.1574249268,5410
589_pos-prone_colon_segmentation_v2.mha,1,1502426.9970703125,9022
591_pos-supine_colon_segmentation_v2.mha,1,3119466.0625,27014
599_pos-prone_colon_segmentation_v2.mha,1,2343978.887325067,20477
602_pos-prone_colon_segmentation_v2.mha,1,1997811.5328491204,13679
606_pos-prone_colon_segmentation_v2.mha,1,1761913.57421875,12044
606_pos-supine_colon_segmentation_v2.mha,1,219763.18359375,964
606_pos-supine_colon_segmentation_v2.mha,2,1605045.8984375,12216
622_pos-prone_colon_segmentation_v2.mha,1,1301441.3757324216,4637
622_pos-supine_colon_segmentation_v2.mha,1,1419346.5613769528,3419
634_pos-prone_colon_segmentation_v2.mha,1,1770458.610082399,17028
639_pos-supine_colon_segmentation_v2.mha,1,68062.52994451723,1851
639_pos-supine_colon_segmentation_v2.mha,2,83593.00054055364,200
639_pos-supine_colon_segmentation_v2.mha,3,824090.1149853596,4304
639_pos-supine_colon_segmentation_v2.mha,4,1647.5362941798207,51
639_pos-supine_colon_segmentation_v2.mha,5,172.4165889257952,19
640_pos-prone_colon_segmentation_v2.mha,1,2112066.5482208245,15408
640_pos-supine_colon_segmentation_v2.mha,1,2284755.224331167,22413
641_pos-prone_colon_segmentation_v2.mha,1,926623.6079223632,3418
646_pos-prone_colon_segmentation_v2.mha,1,1703874.169921875,13065
647_pos-supine_colon_segmentation_v2.mha,1,911872.459411621,6238
649_pos-prone_colon_segmentation_v2.mha,1,3164448.669433593,16361
656_pos-supine_colon_segmentation_v2.mha,1,1587253.41796875,6716
660_pos-supine_colon_segmentation_v2.mha,1,961434.919897461,8478
661_pos-supine_colon_segmentation_v2.mha,1,2272957.655297851,24936
662_pos-prone_colon_segmentation_v2.mha,1,1607158.3435089116,21109
663_pos-supine_colon_segmentation_v2.mha,1,260341.5441223144,1218
663_pos-supine_colon_segmentation_v2.mha,2,1245882.5681213376,25811
663_pos-supine_colon_segmentation_v2.mha,3,35333.65604248046,423
663_pos-supine_colon_segmentation_v2.mha,4,19130.11024169921,255
663_pos-supine_colon_segmentation_v2.mha,5,16987.174673461912,135
664_pos-prone_colon_segmentation_v2.mha,1,2825813.1514526377,19541
664_pos-supine_colon_segmentation_v2.mha,1,3245320.3125,21021
668_pos-prone_colon_segmentation_v2.mha,1,1437408.203125,10648
668_pos-supine_colon_segmentation_v2.mha,1,1542660.15625,8552
670_pos-prone_colon_segmentation_v2.mha,1,384215.2532863492,1772
670_pos-prone_colon_segmentation_v2.mha,2,922646.9047344252,16572
670_pos-prone_colon_segmentation_v2.mha,3,898476.2370568052,1820
673_pos-prone_colon_segmentation_v2.mha,1,2634288.2763284897,18224
673_pos-prone_colon_segmentation_v2.mha,2,371456.5777700286,1811
673_pos-supine_colon_segmentation_v2.mha,1,3729852.26948242,19566
679_pos-prone_colon_segmentation_v2.mha,1,378462.2167968749,3256
679_pos-prone_colon_segmentation_v2.mha,2,115557.099609375,974
679_pos-prone_colon_segmentation_v2.mha,3,3310.4003906249995,50
